subj,trial,soa_ms,catch_trial,detect_yn,confidence,rt_prime_ms,prime_shown,prime_congruent,prime_correct,threshold
Sevan,73,189.63246789892446,False,True,50,436.09309988096356,True,False,False,154.63246789892446
Sevan,74,119.63246789892446,False,True,80,635.404100175947,True,True,True,154.63246789892446
Sevan,75,104.63246789892446,False,True,100,383.0125001259148,True,False,False,154.63246789892446
Sevan,76,154.63246789892446,True,True,30,408.5268001072109,True,False,False,154.63246789892446
Sevan,77,119.63246789892446,False,False,80,611.4733000285923,True,False,False,154.63246789892446
Sevan,78,204.63246789892446,False,True,40,485.3476001881063,True,True,True,154.63246789892446
Sevan,79,174.63246789892446,False,True,100,379.57549979910254,True,True,True,154.63246789892446
Sevan,80,154.63246789892446,False,False,40,385.9283998608589,False,False,,154.63246789892446
Sevan,81,189.63246789892446,False,False,30,393.59560003504157,True,True,True,154.63246789892446
Sevan,82,154.63246789892446,False,True,80,449.87040013074875,True,True,True,154.63246789892446
Sevan,83,189.63246789892446,False,False,50,513.4028997272253,True,True,True,154.63246789892446
Sevan,84,134.63246789892446,False,True,90,404.72920006141067,True,False,False,154.63246789892446
Sevan,85,189.63246789892446,False,True,100,394.26459977403283,True,True,True,154.63246789892446
Sevan,86,189.63246789892446,False,True,100,518.4450000524521,True,False,False,154.63246789892446
Sevan,87,119.63246789892446,False,False,30,815.3265002183616,True,True,True,154.63246789892446
Sevan,88,154.63246789892446,False,True,100,356.73269955441356,True,False,False,154.63246789892446
Sevan,89,104.63246789892446,False,False,90,468.9333001151681,True,False,False,154.63246789892446
Sevan,90,189.63246789892446,False,True,20,524.9331002123654,True,False,False,154.63246789892446
Sevan,91,154.63246789892446,True,False,70,482.799899764359,True,False,True,154.63246789892446
Sevan,92,144.63246789892446,False,False,20,406.5795000642538,True,True,True,154.63246789892446
Sevan,93,104.63246789892446,False,True,30,786.8567002005875,True,False,False,154.63246789892446
Sevan,94,154.63246789892446,False,False,20,644.8762998916209,True,True,True,154.63246789892446
Sevan,95,119.63246789892446,False,True,90,198.7135000526905,True,False,False,154.63246789892446
Sevan,96,174.63246789892446,False,True,90,378.3019999973476,True,True,True,154.63246789892446
Sevan,97,119.63246789892446,False,False,20,690.8597000874579,True,True,True,154.63246789892446
Sevan,98,144.63246789892446,False,True,30,546.4607998728752,True,False,False,154.63246789892446
Sevan,99,164.63246789892446,False,True,20,286.88000002875924,True,False,False,154.63246789892446
Sevan,100,119.63246789892446,False,True,30,299.91309996694326,True,False,False,154.63246789892446
Sevan,101,189.63246789892446,False,True,70,302.46050003916025,True,False,False,154.63246789892446
Sevan,102,204.63246789892446,False,False,20,653.9336000569165,True,False,False,154.63246789892446
Sevan,103,154.63246789892446,True,False,80,536.2017001025379,True,False,False,154.63246789892446
Sevan,104,154.63246789892446,False,False,80,647.7247001603246,True,True,False,154.63246789892446
Sevan,105,154.63246789892446,True,False,80,474.02160009369254,True,False,True,154.63246789892446
Sevan,106,174.63246789892446,False,False,80,493.786399718374,True,True,False,154.63246789892446
Sevan,107,154.63246789892446,False,False,80,292.07959957420826,False,False,,154.63246789892446
Sevan,108,154.63246789892446,True,False,80,244.728600140661,True,False,False,154.63246789892446
Sevan,109,174.63246789892446,False,False,80,411.05950018391013,True,False,False,154.63246789892446
Sevan,110,204.63246789892446,False,False,80,445.39530016481876,True,True,True,154.63246789892446
Sevan,111,119.63246789892446,False,False,100,395.6963000819087,True,False,True,154.63246789892446
Sevan,112,154.63246789892446,True,False,100,480.24099972099066,True,False,False,154.63246789892446
Sevan,113,189.63246789892446,False,False,100,151.48970019072294,True,False,True,154.63246789892446
Sevan,114,154.63246789892446,True,False,100,464.8707997985184,True,False,False,154.63246789892446
Sevan,115,204.63246789892446,False,False,100,451.4633999206126,True,True,False,154.63246789892446
Sevan,116,164.63246789892446,False,False,100,569.7159999981523,True,True,True,154.63246789892446
Sevan,117,144.63246789892446,False,False,100,414.14069989696145,True,True,True,154.63246789892446
Sevan,118,154.63246789892446,False,True,50,222.1127999946475,False,False,,154.63246789892446
Sevan,119,204.63246789892446,False,False,70,387.8483003936708,True,False,True,154.63246789892446
Sevan,120,164.63246789892446,False,True,80,177.30679968371987,True,False,False,154.63246789892446
Sevan,121,154.63246789892446,False,True,70,472.682099789381,False,False,,154.63246789892446
Sevan,122,104.63246789892446,False,True,60,463.8814004138112,True,True,True,154.63246789892446
Sevan,123,144.63246789892446,False,True,60,554.0732997469604,True,False,False,154.63246789892446
Sevan,124,189.63246789892446,False,True,20,607.8050001524389,True,False,False,154.63246789892446
Sevan,125,154.63246789892446,True,False,40,479.0688999928534,True,False,True,154.63246789892446
Sevan,126,144.63246789892446,False,True,70,313.45839984714985,True,False,False,154.63246789892446
Sevan,127,164.63246789892446,False,True,60,421.21100006625056,True,False,False,154.63246789892446
Sevan,128,154.63246789892446,False,False,60,851.4196001924574,False,False,,154.63246789892446
Sevan,129,134.63246789892446,False,True,50,537.2351002879441,True,False,False,154.63246789892446
Sevan,130,154.63246789892446,True,False,30,415.41750030592084,True,False,False,154.63246789892446
Sevan,131,154.63246789892446,False,True,100,371.1575996130705,False,False,,154.63246789892446
Sevan,132,104.63246789892446,False,False,40,435.57450035586953,True,True,True,154.63246789892446
Sevan,133,164.63246789892446,False,False,40,395.19779989495873,True,False,False,154.63246789892446
Sevan,134,134.63246789892446,False,False,60,485.48670019954443,True,False,False,154.63246789892446
Sevan,135,204.63246789892446,False,False,40,741.6194002144039,True,True,True,154.63246789892446
Sevan,136,154.63246789892446,False,True,70,358.1000999547541,False,False,,154.63246789892446
Sevan,137,119.63246789892446,False,False,40,576.8982996232808,True,False,True,154.63246789892446
Sevan,138,174.63246789892446,False,True,40,568.4024002403021,True,False,False,154.63246789892446
Sevan,139,119.63246789892446,False,False,60,443.5912002809346,True,False,False,154.63246789892446
Sevan,140,154.63246789892446,False,False,0,83022.52520015463,False,False,,154.63246789892446
Sevan,141,174.63246789892446,False,True,100,309.74969966337085,True,True,True,154.63246789892446
Sevan,142,104.63246789892446,False,True,60,555.6926997378469,True,False,False,154.63246789892446
Sevan,143,154.63246789892446,False,False,30,477.290999609977,False,False,,154.63246789892446
Sevan,144,144.63246789892446,False,True,10,343.1373001076281,True,True,True,154.63246789892446
Sevan,145,119.63246789892446,False,True,30,404.44339998066425,True,True,True,154.63246789892446
Sevan,146,164.63246789892446,False,True,40,355.98939983174205,True,False,False,154.63246789892446
Sevan,147,134.63246789892446,False,False,30,481.6013998351991,True,True,True,154.63246789892446
Sevan,148,174.63246789892446,False,False,30,383.12930008396506,True,True,True,154.63246789892446
Sevan,149,154.63246789892446,False,False,20,513.0280000157654,True,False,False,154.63246789892446
Sevan,150,154.63246789892446,False,True,40,296.8702996149659,True,True,True,154.63246789892446
Sevan,151,174.63246789892446,False,True,40,522.0934003591537,True,False,False,154.63246789892446
Sevan,152,144.63246789892446,False,True,100,461.4161001518369,True,False,False,154.63246789892446
Sevan,153,164.63246789892446,False,False,30,1143.0762996897101,True,False,False,154.63246789892446
Sevan,154,154.63246789892446,False,True,70,223.9157003350556,True,True,True,154.63246789892446
Sevan,155,154.63246789892446,False,True,60,308.2363000139594,False,False,,154.63246789892446
Sevan,156,134.63246789892446,False,True,100,304.06149988994,True,False,False,154.63246789892446
Sevan,157,134.63246789892446,False,True,40,1227.2120998241007,True,False,True,154.63246789892446
Sevan,158,164.63246789892446,False,True,100,142.08959974348545,True,True,True,154.63246789892446
Sevan,159,154.63246789892446,False,True,100,428.2839000225067,False,False,,154.63246789892446
Sevan,160,154.63246789892446,False,True,80,603.5099001601338,True,False,False,154.63246789892446
Sevan,161,164.63246789892446,False,True,60,465.56799998506904,True,True,True,154.63246789892446
Sevan,162,134.63246789892446,False,True,60,307.14419996365905,True,True,True,154.63246789892446
Sevan,163,154.63246789892446,True,False,60,697.0791001804173,True,False,False,154.63246789892446
Sevan,164,154.63246789892446,False,True,60,373.2658000662923,True,False,False,154.63246789892446
Sevan,165,189.63246789892446,False,True,40,171.55009973794222,True,True,True,154.63246789892446
Sevan,166,134.63246789892446,False,True,50,382.53889977931976,True,True,True,154.63246789892446
Sevan,167,154.63246789892446,True,False,60,879.1195997036994,True,False,False,154.63246789892446
Sevan,168,154.63246789892446,False,True,70,389.10080026835203,False,False,,154.63246789892446
Sevan,169,104.63246789892446,False,False,40,373.9884002134204,True,False,False,154.63246789892446
Sevan,170,144.63246789892446,False,True,70,299.03210001066327,True,True,True,154.63246789892446
Sevan,171,174.63246789892446,False,True,50,423.7862001173198,True,True,True,154.63246789892446
Sevan,172,164.63246789892446,False,True,80,397.72990019991994,True,True,True,154.63246789892446
Sevan,173,144.63246789892446,False,True,40,413.4255996905267,True,False,False,154.63246789892446
Sevan,174,154.63246789892446,True,False,60,422.3231002688408,True,False,False,154.63246789892446
